Coin name,Category,Indicator,Coin Description
Tokocrypto,Offchain,Trading Volume on Exchanges,"Tokocrypto is a Southeast Asian crypto exchange providing an easy, secure platform for users to make transactions and a community hub for crypto enthusiasts."
Tokocrypto,Onchain,Exchange Inflow/Outflow,"Tokocrypto is a Southeast Asian crypto exchange providing an easy, secure platform for users to make transactions and a community hub for crypto enthusiasts."
Tokocrypto,Offchain,Market Capitalization,"Tokocrypto is a Southeast Asian crypto exchange providing an easy, secure platform for users to make transactions and a community hub for crypto enthusiasts."
Tokocrypto,Onchain,Whale Transactions,"Tokocrypto is a Southeast Asian crypto exchange providing an easy, secure platform for users to make transactions and a community hub for crypto enthusiasts."
Tokocrypto,Offchain,Technical Analysis,"Tokocrypto is a Southeast Asian crypto exchange providing an easy, secure platform for users to make transactions and a community hub for crypto enthusiasts."
aelf,Onchain,Transaction Volume,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Offchain,Market Sentiment,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Onchain,Token Velocity,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Offchain,Trading Volume,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Onchain,Network Hashrate,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Offchain,Regulatory Developments,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Onchain,Token Distribution,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Offchain,Partnerships and Integrations,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Onchain,Developer Activity,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
aelf,Offchain,Market Capitalization,"Ælf (Aelf, ELF) is a blockchain-based company with a decentralized cloud operating system, segregated nodes, and voting rights for token holders."
Tornado Cash,Onchain,Transaction Volume,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Offchain,Social Media Sentiment,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Onchain,Token Velocity,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Offchain,Exchange Trading Volume,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Onchain,Whale Accumulation,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Offchain,Regulatory Developments,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Onchain,Token Age Consumed,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Offchain,Market Capitalization,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Onchain,Network Hashrate,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Tornado Cash,Offchain,Partnership Announcements,"Tornado Cash is a decentralized, non-custodial protocol for private crypto transactions, deployed by the community."
Siacoin,Onchain,Transaction volume,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Offchain,Social media sentiment,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Onchain,Network hash rate,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Offchain,News sentiment,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Onchain,Wallet addresses,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Offchain,Trading volume on exchanges,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Onchain,Exchange inflows/outflows,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Offchain,Market capitalization,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Onchain,Token velocity,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
Siacoin,Offchain,Developer activity,"Siacoin is a blockchain-based storage platform with its own native currency, enabling open and decentralized storage trading."
WHALE,Onchain,Transaction Volume,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Offchain,Market Capitalization,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Onchain,Wallet Distribution,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Offchain,Trading Volume,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Onchain,Token Velocity,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Offchain,News and Media Coverage,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Onchain,Network Hashrate,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Offchain,Regulatory Developments,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Onchain,Social Media Sentiment,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
WHALE,Offchain,Market Sentiment Index,WHALE is a social currency that is backed by tangible and rare NFT assets while embodying scarcity through definitive limited issuance.
Adventure Gold,Onchain,Transaction Volume,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Offchain,Social Media Sentiment,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Onchain,Wallet Growth,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Offchain,Market Capitalization,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Onchain,Token Velocity,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Offchain,Regulatory Developments,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Onchain,Exchange Inflow/Outflow,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Offchain,Partnership Announcements,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Onchain,Mining Difficulty,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Adventure Gold,Offchain,Market Trends,"Loot is randomized traveler gear produced and put away on-chain. Details, pictures, and other uses are deliberately excluded for others to decipher."
Ambire AdEx,Onchain,Trading volume,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Offchain,Market sentiment,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Onchain,Network activity,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Offchain,Partnership announcements,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Onchain,Token velocity,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Offchain,Regulatory developments,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Onchain,Whale transactions,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Offchain,Competitor analysis,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Onchain,Exchange inflows/outflows,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
Ambire AdEx,Offchain,Market trends,"Ambire AdEx, recently known as AdEx Network, developing a new solution for digital advertising and a DeFi-focused crypto wallet."
BeNFT AI,Onchain,Transaction volume,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Offchain,Social media sentiment,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Onchain,Wallet activity,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Offchain,News and media coverage,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Onchain,Token circulation,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Offchain,Market capitalization,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Onchain,Token distribution,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Offchain,Trading volume on exchanges,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Onchain,Network hash rate,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
BeNFT AI,Offchain,Competitor analysis,"BeNFT combines blockchain and AI avatars for an immersive e-learning experience, aiming to shape the future of education."
Nano,Onchain,Transaction Volume,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Offchain,Social Media Sentiment,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Onchain,Wallet Growth,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Offchain,Trading Volume on Exchanges,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Onchain,Exchange Inflows/Outflows,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Offchain,Market Capitalization,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Onchain,Network Hashrate,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Offchain,News and Media Coverage,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Onchain,Developer Activity,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Nano,Offchain,Crypto Market Trends,"Nano is a cryptocurrency with no exchange fees, based on a block-lattice data structure for limitless versatility."
Ethernity Chain,Onchain,Transaction Volume,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Offchain,Social Media Sentiment,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Onchain,Token Velocity,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Offchain,Market Capitalization,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Onchain,Active Addresses,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Offchain,NFT Market Trends,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Onchain,Whale Accumulation,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Offchain,Partnership Announcements,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Onchain,Token Burn Rate,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
Ethernity Chain,Offchain,Regulatory Developments,Ethernity Chain is a blockchain-based platform that enables users to take advantage of the growing popularity of NFTs.
