Name,Category,Indicator,Description
LBR,Onchain,Network hash rate,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Offchain,Regulatory developments,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Onchain,Token velocity,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Offchain,Market capitalization,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Onchain,Whale transactions,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Offchain,Adoption and partnerships,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Onchain,Exchange inflows/outflows,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
LBR,Offchain,Technical analysis,LBR is Lybra Protocol's main token; stLBR holders receive protocol revenue and LBR tokens can be acquired through various means. 
Unibot,Onchain,Transaction volume,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Offchain,Social media sentiment,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Onchain,Wallet activity,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Offchain,Trading volume on exchanges,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Onchain,Token circulation,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Offchain,Market capitalization,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Onchain,Network hash rate,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Offchain,Regulatory developments,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Onchain,Token distribution,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Unibot,Offchain,Market trends and correlations,"TL;DR: UNIBOT is a user-friendly advanced trading bot, utilizing algorithms and real-time market data to optimize cryptocurrency trading strategies and maximize profits."
Lovely Inu,Onchain,Trading volume,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Offchain,Social media sentiment,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Onchain,Token circulation,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Offchain,News and announcements,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Onchain,Token holders,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Offchain,Market trends,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Onchain,Token transfers,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Offchain,Exchange listings,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Onchain,Smart contract activity,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
Lovely Inu,Offchain,Token utility and adoption,LOVELY Token vision to make the record by growing token price. LOVELY is a utility token and a decentralized meme token
SwftCoin,Onchain,Transaction volume,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Offchain,Social media sentiment,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Onchain,Wallet growth,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Offchain,Trading volume on exchanges,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Onchain,Token circulation,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Offchain,Market capitalization,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Onchain,Exchange inflows/outflows,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Offchain,Partnership announcements,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Onchain,Token distribution,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
SwftCoin,Offchain,Regulatory developments,"SWFT is a cross-chain transfer platform and payment network providing users with direct swaps, best rates, low fees, and fast, secure transactions."
Bone ShibaSwap,Onchain,Trading Volume,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Offchain,Social Media Sentiment,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Onchain,Token Velocity,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Offchain,News and Media Coverage,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Onchain,Whale Transactions,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Offchain,Exchange Listings,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Onchain,Token Age Consumed,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Offchain,Market Capitalization,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Onchain,Network Hashrate,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
Bone ShibaSwap,Offchain,Token Burn,BONE token is a governance token that allows the ShibArmy to vote on upcoming proposals on the Doggy DAO.
VIDT DAO,Onchain,Transaction Volume,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Offchain,Social Media Sentiment,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Onchain,Token Velocity,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Offchain,News and Media Coverage,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Onchain,Whale Accumulation,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Offchain,Trading Volume on Exchanges,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Onchain,Exchange Inflow/Outflow,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Offchain,Market Capitalization,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Onchain,Network Hashrate,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
VIDT DAO,Offchain,Technical Analysis,VIDT DAO is an open-source platform that brings trust to Web3 processes by using blockchain and timestamp technology.
Rally,Onchain,Trading Volume,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Offchain,Social Media Sentiment,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Onchain,Token Circulation,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Offchain,News and Media Coverage,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Onchain,Whale Transactions,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Offchain,Market Sentiment Index,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Onchain,Token Velocity,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Offchain,Exchange Listings,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Onchain,Network Activity,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Rally,Offchain,Market Capitalization,"Rally is an open, decentralized network that enables creators to launch vibrant and independent economies with their communities powered by the Ethereum blockchain."
Flux,Onchain,Transaction Volume,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Offchain,Market Sentiment,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Onchain,Network Hashrate,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Offchain,Developer Activity,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Onchain,Token Circulation,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Offchain,Partnerships and Integrations,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Onchain,Exchange Inflows/Outflows,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Offchain,Regulatory Developments,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Onchain,Smart Contract Activity,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Flux,Offchain,Market Capitalization,"Flux is decentralized cloud infrastructure, develops, manages, and spawns applications on multiple servers."
Echelon Prime,Onchain,Trading volume,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Offchain,Market sentiment,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Onchain,Network hash rate,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Offchain,Regulatory developments,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Onchain,Whale transactions,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Offchain,Market capitalization,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Onchain,Exchange inflows/outflows,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Offchain,Adoption and partnerships,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Onchain,Token velocity,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Echelon Prime,Offchain,Technical analysis,Echelon Prime Foundation supports gaming innovation and growth with Web3 tools and resources.
Bitgert,Onchain,Transaction Volume,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Offchain,Social Media Sentiment,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Onchain,Wallet Growth,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Offchain,Trading Volume on Exchanges,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Onchain,Token Velocity,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Offchain,Regulatory Developments,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Onchain,Network Hashrate,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Offchain,Market Capitalization,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Onchain,Token Distribution,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
Bitgert,Offchain,Partnerships and Integrations,"Bitgert is a crypto engineering association focused on blockchain innovation, offering rewards & buyback functions to benefit token holders."
